Date,Open,High,Low,Price
26-08-16,19336.45,19358,19133.9,19195.75
29-08-16,19174.45,19247.85,19096.7,19217
30-08-16,19306.5,19546.35,19306.5,19531.55
31-08-16,19595.9,19823.4,19595.9,19787.6
01-09-16,19805.8,19928.2,19738.3,19788.85
02-09-16,19830.35,19911.25,19787.6,19883.2
06-09-16,19990.95,20459.45,19990.95,20426.2
07-09-16,20505.8,20575.8,20376.75,20406.9
08-09-16,20439.2,20477.4,20335.2,20417.25
09-09-16,20274.75,20349.7,20139.15,20245.3
12-09-16,19861.45,19861.45,19735.55,19790.6
14-09-16,19757.05,19953.15,19732.15,19909.15
15-09-16,19927.6,19955.4,19730.25,19837.55
16-09-16,19935.85,20227.2,19783.6,19855.45
19-09-16,19892.2,20014.4,19849.65,19906.85
20-09-16,19957.35,19964.3,19797.5,19852.3
21-09-16,19902.7,19937.85,19749.95,19828.45
22-09-16,20153.1,20264.8,19996.9,20109.6
23-09-16,20136.75,20137.55,19861.45,19901.8
26-09-16,19792.2,19794.15,19568.35,19591.75
27-09-16,19652.95,19696.45,19479.15,19518.7
28-09-16,19542,19700,19509.65,19653.55
29-09-16,19762.3,19793.2,19059.05,19183.65
30-09-16,19116,19330.85,19085.2,19285.7
03-10-16,19395.55,19611.25,19363.95,19589.05
04-10-16,19641.75,19747.45,19527.35,19672.7
05-10-16,19801.3,19816.5,19492.8,19536.85
06-10-16,19518.55,19570.7,19325.8,19395.05
07-10-16,19398.05,19456,19318,19400.1
10-10-16,19489.5,19501.45,19351.35,19378.55
13-10-16,19295.55,19295.55,18824.4,18954.25
14-10-16,19016.7,19053.5,18926.15,19020.15
17-10-16,19136.3,19241.75,19002.45,19070.4
18-10-16,19174.7,19511.8,19162.85,19495.05
19-10-16,19570.05,19576.3,19322.75,19412.1
20-10-16,19493.9,19722.85,19479.25,19658.7
21-10-16,19636.4,19744,19516.4,19710.9
24-10-16,19763.85,19897.85,19751.65,19807.9
25-10-16,19907.7,19922.7,19711.95,19834.9
26-10-16,19581.7,19725.9,19434.5,19483.6
27-10-16,19452,19544.2,19252.1,19514.6
28-10-16,19507.85,19589.7,19362,19555.95
30-10-16,19657.8,19666.8,19484.65,19523.55
01-11-16,19578.6,19591.65,19417.3,19458.6
02-11-16,19223.5,19296.55,19158.75,19227.9
03-11-16,19201.95,19319.65,19119.3,19178.7
04-11-16,19223.85,19223.9,18961.15,19058.1
07-11-16,19317.85,19378,19233,19356
08-11-16,19490.75,19549.45,19322.15,19500.8
09-11-16,18270.9,19587.8,18143.7,19518.25
10-11-16,19827.5,20283.15,19787.45,20200.25
11-11-16,20033.85,20309.65,19704.35,19738.8
15-11-16,19808.35,19861.75,19240.45,19289.75
16-11-16,19591.25,19611.9,19088.4,19108.1
17-11-16,19115.9,19328.75,19009.85,19087.85
18-11-16,19180.3,19216.35,18897.1,18959.05
21-11-16,19063.8,19075.95,18351.25,18446.4
22-11-16,18626.7,18650.5,18322.7,18548.65
23-11-16,18660.55,18669.05,18449.7,18540.9
24-11-16,18476,18476.35,18215.8,18256.1
25-11-16,18377.55,18546.35,18266.6,18507.3
28-11-16,18237.2,18471.65,18187.4,18301.45
29-11-16,18308.8,18427.4,18188.7,18223.75
30-11-16,18306.1,18667.85,18262.5,18627.8
01-12-16,18676.75,18713.1,18389.65,18428.45
02-12-16,18329.4,18490.5,18163.8,18247.65
05-12-16,18245,18434.25,18189.5,18408.9
06-12-16,18459.7,18499.75,18365.95,18420.9
07-12-16,18515.5,18588.75,17952.6,18234.15
08-12-16,18342.6,18558.75,18336.95,18515.45
09-12-16,18567.95,18739.65,18432.3,18695.8
12-12-16,18616.05,18616.05,18364.05,18392.95
13-12-16,18354.1,18492.85,18291.35,18466.05
14-12-16,18480.35,18485.45,18322.9,18341.5
15-12-16,18143.5,18532,18122.1,18401.15
16-12-16,18417.9,18428.45,18268.3,18312.8
19-12-16,18258.1,18316.8,18215.5,18257.05
20-12-16,18264.1,18274.9,18009.8,18069.4
21-12-16,18124.6,18167.15,18043.95,18084.5
22-12-16,18027,18029.6,17839.75,17891.45
23-12-16,17849.25,17962.3,17819.75,17884
26-12-16,17825.5,17860.85,17606.9,17655.55
27-12-16,17677.7,17907.35,17616.1,17879.55
28-12-16,17929.2,18059.65,17829.15,17876.7
29-12-16,17861.45,18053.3,17829.4,18033.15
30-12-16,18026.35,18245.75,18016.8,18177.2
02-01-17,18242.3,18249,17844.9,17969.6
03-01-17,18002.75,18115.05,17830.95,18035.6
04-01-17,18037.45,18092.85,17868.9,17891
05-01-17,18000.75,18164.05,17977.8,18115.95
06-01-17,18168.45,18325.5,18157.3,18264
09-01-17,18314.25,18373.1,18256.15,18286.65
10-01-17,18351.45,18441.15,18275.75,18409.6
11-01-17,18535.35,18889.45,18515.25,18830
12-01-17,18885.45,18966.3,18805.85,18873.95
13-01-17,18949.7,18952.25,18781.25,18912.1
