,Date,Open,High,Low,Price,Volume
497,2017-11-03,634.9,648.0,630.0,639.6,105499
498,2017-11-06,639.75,660.8,638.15,655.4,150326
499,2017-11-07,658.2,661.8,602.25,608.35,699331
500,2017-11-08,625.0,636.5,617.4,620.95,259573
501,2017-11-09,625.0,627.75,612.2,614.2,81705
502,2017-11-10,626.0,626.0,604.25,609.05,60179
503,2017-11-13,610.25,610.25,595.45,602.15,352617
504,2017-11-14,603.0,612.95,599.9,602.1,74738
505,2017-11-15,602.1,607.45,589.85,592.1,277852
506,2017-11-16,607.0,607.0,590.1,595.0,92840
507,2017-11-17,606.0,614.5,601.5,608.65,103282
508,2017-11-20,603.8,606.8,596.5,601.55,218469
509,2017-11-21,607.95,623.75,607.6,616.5,234031
510,2017-11-22,618.45,626.0,613.95,618.85,161466
511,2017-11-23,620.95,624.5,615.1,615.1,43908
512,2017-11-24,621.95,623.6,612.9,615.95,383865
513,2017-11-27,621.9,621.9,611.05,615.0,70535
514,2017-11-28,622.0,622.0,608.3,610.5,190509
515,2017-11-29,615.5,617.95,606.0,608.5,43882
516,2017-11-30,608.0,608.0,597.2,600.35,73272
517,2017-12-01,608.0,608.0,595.0,596.15,51812
518,2017-12-02,597.25,656.0,538.0,596.3,31404
519,2017-12-04,601.8,603.35,590.0,595.45,35801
520,2017-12-05,596.0,599.0,592.1,595.05,33461
521,2017-12-06,597.75,603.45,594.0,594.15,36974
522,2017-12-07,597.65,600.0,589.45,592.5,36295
523,2017-12-08,597.35,608.0,592.5,604.5,50441
524,2017-12-11,612.0,612.0,598.9,604.5,47973
525,2017-12-12,611.0,611.0,589.4,590.75,41545
526,2017-12-13,591.6,595.95,577.0,578.5,90816
527,2017-12-14,590.0,593.95,575.35,591.0,69579
528,2017-12-15,599.75,599.75,573.35,575.85,115729
529,2017-12-18,579.95,594.0,572.3,590.35,111866
530,2017-12-19,591.5,603.9,591.5,602.2,82452
531,2017-12-20,603.0,611.15,597.0,598.9,152423
532,2017-12-21,598.0,607.45,595.45,598.45,172702
533,2017-12-22,600.0,603.95,595.75,602.0,121479
534,2017-12-26,599.5,614.9,597.5,610.95,112288
535,2017-12-27,612.95,623.8,610.0,612.3,150545
536,2017-12-28,612.3,616.5,602.5,605.05,52392
537,2017-12-29,609.05,611.5,604.65,609.6,38317
538,2018-01-01,607.25,617.4,607.25,615.0,74393
539,2018-01-02,616.9,619.3,605.35,606.85,94693
540,2018-01-03,610.0,613.2,605.15,605.5,67396
541,2018-01-04,608.4,616.55,603.2,613.1,95599
542,2018-01-05,618.45,621.25,611.05,613.0,87336
543,2018-01-08,615.0,626.7,611.05,613.0,108357
544,2018-01-09,616.0,619.0,610.1,613.25,48518
545,2018-01-10,614.4,622.8,612.55,616.8,54569
546,2018-01-11,616.8,616.8,610.2,611.0,23711
547,2018-01-12,613.0,617.3,603.0,610.5,28917
548,2018-01-15,613.0,614.85,607.4,609.85,25428
549,2018-01-16,610.3,612.5,599.25,601.2,36834
550,2018-01-17,604.75,610.5,597.75,606.2,59292
551,2018-01-18,618.0,618.0,597.35,603.2,46538
552,2018-01-19,604.95,605.0,600.0,602.05,42147
553,2018-01-22,604.0,605.0,593.0,601.1,64762
554,2018-01-23,602.0,625.0,600.8,622.6,258630
555,2018-01-24,622.6,622.8,612.65,617.65,60209
556,2018-01-25,619.8,630.6,613.5,621.3,583906
557,2018-01-29,625.5,628.25,609.5,614.0,96890
558,2018-01-30,612.85,613.8,604.0,606.55,39076
559,2018-01-31,607.15,608.75,587.45,587.45,1642356
560,2018-02-01,589.0,596.65,581.0,589.9,61675
561,2018-02-02,582.8,593.5,575.5,579.1,157683
562,2018-02-05,580.0,582.8,572.0,578.65,34548
563,2018-02-06,565.0,575.0,559.0,565.65,650017
564,2018-02-07,582.0,582.0,554.6,569.8,240192
565,2018-02-08,582.5,617.75,580.05,613.7,516478
566,2018-02-09,602.0,627.2,597.0,621.9,343613
567,2018-02-12,621.0,634.0,618.75,621.5,92279
568,2018-02-14,624.35,630.0,612.0,614.85,100499
569,2018-02-15,606.0,621.1,603.6,610.55,65717
570,2018-02-16,613.0,613.5,605.35,607.2,70265
571,2018-02-19,610.0,610.0,595.1,599.95,50217
572,2018-02-20,600.0,604.95,592.0,601.9,654127
573,2018-02-21,607.3,607.3,589.95,596.85,225964
574,2018-02-22,596.0,596.85,587.0,587.0,289847
575,2018-02-23,592.35,604.35,590.3,595.15,112810
576,2018-02-26,597.0,598.45,589.6,591.05,45606
577,2018-02-27,591.0,598.9,583.15,586.15,193189
578,2018-02-28,591.0,596.75,587.6,592.0,138934
579,2018-03-01,592.0,592.45,580.5,581.9,47627
580,2018-03-05,582.45,584.5,578.0,579.4,49242
581,2018-03-06,582.8,588.1,580.55,582.75,96823
582,2018-03-07,584.0,588.4,578.1,578.1,106321
583,2018-03-08,582.9,582.9,573.8,576.7,39191
584,2018-03-09,581.95,585.85,568.2,573.35,399926
585,2018-03-12,594.9,594.9,564.35,579.4,57708
586,2018-03-13,574.0,582.5,574.0,578.25,30353
587,2018-03-14,579.6,583.45,573.0,577.15,42102
588,2018-03-15,580.7,580.7,570.0,571.25,105155
589,2018-03-16,571.0,574.0,556.6,559.0,58023
590,2018-03-19,564.0,565.45,554.0,559.35,265150
591,2018-03-20,555.8,559.5,523.0,552.5,742653
592,2018-03-21,559.1,567.45,546.15,549.45,362089
593,2018-03-22,553.5,555.0,538.1,540.55,76793
594,2018-03-23,539.1,570.0,533.1,537.0,11009
595,2018-03-26,539.65,543.55,533.55,540.75,386995
596,2018-03-27,545.0,548.7,541.8,543.0,377007
597,2018-03-28,543.6,547.75,534.5,543.25,53285
598,2018-04-02,547.45,580.0,547.0,579.75,103128
599,2018-04-03,571.25,578.2,569.0,570.5,255634
600,2018-04-04,573.4,574.95,564.6,571.4,835653
601,2018-04-05,575.0,578.0,559.0,560.15,74223
602,2018-04-06,561.0,570.15,557.7,560.4,86136
603,2018-04-09,567.0,567.0,555.2,556.95,32646
604,2018-04-10,560.05,566.05,556.65,557.85,32057
605,2018-04-11,560.65,563.85,558.9,560.65,51128
606,2018-04-12,563.0,563.0,554.0,555.25,46791
607,2018-04-13,556.0,561.0,552.75,554.0,33128
608,2018-04-16,550.15,586.0,550.15,583.55,521105
609,2018-04-17,585.0,586.85,576.3,579.9,72123
610,2018-04-18,582.0,596.6,581.7,583.85,180584
611,2018-04-19,586.5,591.2,583.05,584.2,48118
612,2018-04-20,582.75,594.0,582.75,590.3,84721
613,2018-04-23,579.0,601.8,579.0,599.4,184473
614,2018-04-24,601.9,604.7,595.35,600.7,337903
615,2018-04-25,598.4,598.4,587.0,594.2,36453
616,2018-04-26,591.35,602.15,591.15,601.0,38076
617,2018-04-27,602.0,607.0,593.0,599.85,77766
618,2018-04-30,600.05,608.4,600.05,606.65,27995
619,2018-05-02,610.25,621.55,607.7,610.35,81745
620,2018-05-03,613.0,613.0,597.45,608.0,54295
621,2018-05-04,611.0,611.4,595.6,596.95,68669
622,2018-05-07,617.6,617.6,584.85,590.0,469652
623,2018-05-08,593.0,601.75,587.0,590.8,78006
624,2018-05-09,592.0,596.15,586.0,588.15,39646
625,2018-05-10,594.0,595.35,572.75,575.65,98650
626,2018-05-11,576.7,580.15,565.55,573.2,69491
627,2018-05-14,576.0,579.55,571.85,576.3,37447
628,2018-05-15,577.8,583.95,572.45,573.25,409166
629,2018-05-16,575.0,575.0,546.0,559.85,195375
630,2018-05-17,555.6,556.0,540.35,553.05,169885
631,2018-05-18,557.4,557.4,531.0,533.95,117230
632,2018-05-21,530.45,537.0,516.95,519.8,90627
633,2018-05-22,521.15,531.0,508.1,524.35,184601
634,2018-05-23,523.7,562.5,521.8,532.75,402446
635,2018-05-24,534.2,543.55,529.55,532.1,76253
636,2018-05-25,533.0,539.2,528.2,535.85,40301
637,2018-05-28,536.5,547.95,535.0,537.0,85358
638,2018-05-29,539.8,542.55,527.95,529.85,54760
639,2018-05-30,530.0,530.0,520.5,525.0,1221720
640,2018-05-31,528.8,533.5,521.05,522.25,232682
641,2018-06-01,528.8,529.9,521.2,523.35,82264
642,2018-06-04,525.0,528.4,517.8,519.2,64598
643,2018-06-05,521.2,542.75,518.0,540.5,3088472
644,2018-06-06,545.2,547.0,533.9,536.5,108912
645,2018-06-07,540.0,542.45,537.05,538.0,43924
646,2018-06-08,542.0,560.45,539.5,558.25,204043
647,2018-06-11,559.0,569.9,558.1,560.0,84944
648,2018-06-12,565.2,572.95,564.15,567.05,467828
649,2018-06-13,573.0,592.5,570.0,580.05,239067
650,2018-06-14,589.0,592.15,583.35,587.95,173033
651,2018-06-15,594.0,614.95,590.15,612.0,311915
652,2018-06-18,613.45,619.0,600.6,605.15,138619
653,2018-06-19,608.8,609.95,598.25,602.25,99839
654,2018-06-20,611.05,622.0,600.95,603.55,394309
655,2018-06-21,609.5,609.5,600.8,602.5,307077
656,2018-06-22,605.2,617.4,595.3,614.0,197340
657,2018-06-25,615.0,622.1,608.2,610.0,151580
658,2018-06-26,610.7,610.7,597.3,599.3,106677
659,2018-06-27,600.0,606.95,593.4,602.0,127669
660,2018-06-28,603.5,609.5,596.1,600.7,105456
661,2018-06-29,602.0,618.1,599.95,617.5,118219
662,2018-07-02,620.0,620.0,610.65,615.75,116782
663,2018-07-03,617.0,643.95,608.6,640.35,297151
664,2018-07-04,646.0,649.25,625.3,629.25,259808
665,2018-07-05,632.0,636.5,623.0,624.05,111569
666,2018-07-06,628.0,630.65,610.15,613.45,153227
667,2018-07-09,616.5,624.9,615.0,624.1,72312
668,2018-07-10,626.95,631.95,620.1,630.45,65000
669,2018-07-11,622.45,630.0,622.0,624.05,53804
670,2018-07-12,628.0,636.2,623.3,632.2,92906
671,2018-07-13,634.0,634.0,624.65,630.0,54224
672,2018-07-16,630.0,635.05,612.3,620.0,109325
673,2018-07-17,622.0,639.15,620.45,636.9,310341
674,2018-07-18,639.0,644.15,625.3,626.5,103016
675,2018-07-19,630.0,632.15,606.35,611.05,92696
676,2018-07-20,614.0,628.75,603.0,625.7,102091
677,2018-07-23,627.9,637.7,617.5,633.5,90638
678,2018-07-24,633.95,633.95,625.1,627.9,44929
679,2018-07-25,630.0,630.55,614.5,620.0,75638
680,2018-07-26,620.55,630.75,618.1,626.0,671481
681,2018-07-27,628.95,640.05,625.9,633.0,102936
682,2018-07-30,635.0,636.3,628.1,634.9,52273
683,2018-07-31,634.0,645.8,628.25,639.75,151625
684,2018-08-01,641.0,641.0,634.6,637.0,59942
685,2018-08-02,639.9,650.75,633.4,638.0,691387
686,2018-08-03,645.0,647.5,639.05,640.6,371327
687,2018-08-06,644.0,648.6,635.2,638.45,263821
688,2018-08-07,639.25,639.25,627.3,628.55,145922
689,2018-08-08,629.45,645.0,624.0,633.4,333115
690,2018-08-09,651.3,661.9,616.65,620.8,642251
691,2018-08-10,621.15,628.7,614.25,620.9,126708
692,2018-08-13,621.0,630.75,620.65,626.65,106808
693,2018-08-14,628.5,644.95,626.5,641.95,144411
694,2018-08-16,646.0,659.1,634.5,647.4,212032
695,2018-08-17,651.8,655.0,645.0,648.15,112525
696,2018-08-20,648.15,653.0,641.6,643.1,88389
697,2018-08-21,647.0,654.8,644.0,650.0,168467
698,2018-08-23,652.7,664.0,652.7,657.1,147801
699,2018-08-24,657.1,657.1,644.6,650.95,136022
700,2018-08-27,653.75,662.1,648.05,658.0,111992
701,2018-08-28,661.5,677.5,645.75,648.95,329070
702,2018-08-29,651.0,653.9,640.25,641.5,148814
703,2018-08-30,658.0,658.0,641.3,648.65,139226
704,2018-08-31,650.8,663.75,650.8,660.05,160797
705,2018-09-03,663.3,671.4,645.1,648.9,261512
706,2018-09-04,651.0,654.05,639.3,642.8,161411
707,2018-09-05,645.9,651.35,638.0,647.2,131403
708,2018-09-06,648.5,663.5,647.55,660.85,139588
709,2018-09-07,662.0,669.2,656.5,660.25,238730
710,2018-09-10,663.9,677.7,663.9,666.0,281107
711,2018-09-11,672.95,675.0,652.0,653.75,171216
712,2018-09-12,653.75,662.0,643.5,657.8,199454
713,2018-09-14,664.0,669.8,660.65,666.25,139848
714,2018-09-17,670.0,671.9,660.3,662.0,136529
715,2018-09-18,665.0,672.0,659.25,662.9,96190
716,2018-09-19,666.0,678.0,646.25,659.45,308881
717,2018-09-21,665.65,670.15,639.45,660.6,196878
718,2018-09-24,664.0,667.8,640.35,644.4,118804
719,2018-09-25,646.0,664.3,645.0,659.75,120136
720,2018-09-26,661.05,673.6,661.05,671.0,113027
721,2018-09-27,675.95,677.45,656.5,659.45,133083
722,2018-09-28,662.0,662.1,648.5,652.5,112189
723,2018-10-01,655.1,660.0,643.95,654.3,78133
724,2018-10-03,654.3,663.45,652.0,655.0,59025
725,2018-10-04,654.0,654.8,632.7,637.8,102544
726,2018-10-05,631.0,648.0,631.0,638.9,1188504
727,2018-10-08,636.0,642.0,629.1,632.55,59722
728,2018-10-09,639.5,642.5,626.1,639.4,87246
729,2018-10-10,638.75,650.25,635.0,637.85,95399
730,2018-10-11,632.0,633.2,615.1,617.75,51186
731,2018-10-12,621.1,627.7,613.5,624.9,67458
732,2018-10-15,622.55,647.5,619.35,645.75,112838
733,2018-10-16,647.1,651.25,637.5,638.05,104016
734,2018-10-17,644.0,646.25,637.35,640.15,247221
735,2018-10-19,639.0,645.0,626.3,633.05,840533
736,2018-10-22,635.1,640.4,627.55,633.0,262371
737,2018-10-23,626.0,631.45,616.4,624.95,38782
738,2018-10-24,625.0,632.9,615.8,619.4,45965
739,2018-10-25,618.55,622.5,607.5,610.7,85358
740,2018-10-26,608.65,611.0,598.65,600.15,54346
741,2018-10-29,604.0,637.55,602.0,634.0,120559
742,2018-10-30,639.2,639.2,608.5,610.3,129583
743,2018-10-31,612.35,630.0,606.5,626.0,150932
744,2018-11-01,630.0,631.0,614.2,616.9,70018
745,2018-11-02,620.05,620.05,607.0,608.5,169394
746,2018-11-05,609.0,616.6,558.1,563.9,770083
747,2018-11-06,550.0,550.0,528.1,531.85,704109
748,2018-11-07,538.9,538.9,532.05,534.0,66575
749,2018-11-09,535.0,536.6,524.1,526.8,266112
750,2018-11-12,531.1,541.8,530.0,531.9,258543
751,2018-11-13,533.9,533.9,526.7,528.1,134588
752,2018-11-14,530.9,531.75,517.5,520.1,160993
753,2018-11-15,520.85,524.9,515.0,519.0,146781
754,2018-11-16,522.1,533.75,522.0,530.9,271500
755,2018-11-19,531.25,535.75,524.4,528.7,81408
756,2018-11-20,525.0,529.35,519.45,521.3,102374
757,2018-11-21,522.0,527.6,520.0,522.05,76579
758,2018-11-22,521.0,524.5,512.15,517.0,96267
759,2018-11-26,519.4,524.0,513.05,523.0,139547
760,2018-11-27,527.0,527.0,513.8,517.9,94352
761,2018-11-28,520.0,523.5,513.3,515.0,65884
762,2018-11-29,518.45,526.75,515.55,524.55,93153
763,2018-11-30,527.0,541.6,527.0,539.9,207084
764,2018-12-03,540.7,545.25,535.0,536.1,68246
765,2018-12-04,536.1,548.6,528.8,546.35,266121
766,2018-12-05,547.0,547.0,527.35,529.15,93960
767,2018-12-06,529.9,532.05,512.25,517.2,129155
768,2018-12-07,520.0,530.4,512.65,515.1,177071
769,2018-12-10,511.8,516.15,503.95,513.0,93869
770,2018-12-11,504.85,523.6,504.75,519.75,118529
771,2018-12-12,522.0,533.0,521.75,530.25,102733
772,2018-12-13,532.5,533.05,520.0,527.75,97474
773,2018-12-14,528.0,533.25,517.1,521.4,92381
774,2018-12-17,522.0,529.0,521.55,524.6,42007
775,2018-12-18,526.8,527.15,520.45,523.1,79459
776,2018-12-19,523.75,528.55,523.0,524.85,46161
777,2018-12-20,524.05,526.35,516.3,519.85,138145
778,2018-12-21,521.0,523.95,515.15,516.8,70435
779,2018-12-24,521.0,521.0,513.6,517.85,39919
780,2018-12-26,518.3,518.3,507.75,513.9,308629
781,2018-12-27,516.25,521.2,514.0,517.95,59409
782,2018-12-28,519.0,525.0,518.2,522.0,80061
783,2018-12-31,523.0,525.65,517.8,520.0,56024
784,2019-01-01,521.0,523.75,518.9,523.0,51620
785,2019-01-02,524.0,524.0,513.65,515.65,45277
786,2019-01-03,513.2,520.0,511.9,512.9,59246
787,2019-01-04,512.0,515.3,508.25,513.4,38568
788,2019-01-07,515.0,517.6,511.0,513.65,37635
789,2019-01-08,515.0,516.15,511.85,513.35,35730
790,2019-01-09,516.0,516.85,507.9,510.8,86756
791,2019-01-10,509.9,514.6,509.9,513.55,32385
792,2019-01-11,512.45,519.15,509.5,511.05,67248
793,2019-01-14,514.95,514.95,506.0,512.25,53285
794,2019-01-15,513.1,516.2,509.8,514.75,93322
795,2019-01-16,517.0,517.0,509.75,512.2,56591
796,2019-01-17,516.8,516.8,506.55,509.75,52596
797,2019-01-18,512.5,512.9,507.5,509.7,115493
798,2019-01-21,514.0,514.0,509.45,510.8,136907
799,2019-01-22,510.4,511.65,503.15,506.95,93714
800,2019-01-23,508.5,512.1,507.0,509.6,36057
801,2019-01-24,510.0,510.75,496.25,500.65,147275
802,2019-01-25,503.9,510.0,501.85,506.9,133916
803,2019-01-28,510.0,510.0,489.4,491.95,152879
804,2019-01-29,490.0,508.45,483.75,504.45,98614
805,2019-01-30,504.95,506.75,498.0,505.8,49778
806,2019-01-31,505.8,519.55,504.8,516.25,67888
807,2019-02-01,519.0,522.35,512.7,520.55,167086
808,2019-02-04,522.0,522.0,506.65,508.7,57436
809,2019-02-05,508.9,514.0,501.25,508.85,155799
810,2019-02-06,510.0,543.0,504.4,527.95,350248
811,2019-02-07,536.0,546.0,528.0,533.85,360017
812,2019-02-08,537.95,543.6,531.3,535.05,137099
813,2019-02-11,538.0,545.0,536.0,543.5,117122
814,2019-02-12,540.0,545.1,535.85,542.2,67755
815,2019-02-13,545.0,545.0,538.2,543.5,48541
816,2019-02-14,545.0,555.05,538.35,542.8,161926
817,2019-02-15,540.45,551.0,528.2,540.4,94165
818,2019-02-18,541.35,544.3,532.5,541.35,53786
819,2019-02-19,550.0,550.0,536.4,539.2,68072
820,2019-02-20,539.2,542.5,538.9,541.05,24467
821,2019-02-21,543.0,547.75,541.0,543.1,465753
822,2019-02-22,541.05,545.0,539.1,541.75,39048
823,2019-02-25,542.55,550.95,541.45,549.05,90916
824,2019-02-26,548.95,553.3,538.4,550.35,218286
825,2019-02-27,550.0,555.3,545.0,550.95,64535
826,2019-02-28,552.0,557.95,545.7,554.85,57169
827,2019-03-01,557.0,557.0,547.6,551.65,50982
828,2019-03-05,552.0,552.0,546.75,548.55,73547
829,2019-03-06,551.4,551.4,542.75,547.6,68049
830,2019-03-07,552.8,552.8,539.0,540.85,85704
831,2019-03-08,540.0,543.45,537.1,539.5,60869
832,2019-03-11,538.05,541.4,535.5,539.85,58083
833,2019-03-12,541.0,543.5,537.6,539.1,85525
834,2019-03-13,541.0,542.05,531.05,533.1,84152
835,2019-03-14,531.0,534.15,530.6,533.55,26999
836,2019-03-15,533.0,535.1,528.4,531.75,58416
837,2019-03-18,534.0,536.25,529.05,534.55,43076
838,2019-03-19,538.95,538.95,530.5,533.0,48923
839,2019-03-20,533.0,534.8,531.4,533.1,26988
840,2019-03-22,535.0,539.0,524.0,526.85,2816886
841,2019-03-25,526.0,528.4,516.65,526.85,1363430
842,2019-03-26,527.95,532.0,525.95,529.2,92830
843,2019-03-27,535.0,535.0,522.3,525.15,81079
844,2019-03-28,526.95,530.0,522.75,525.85,70175
845,2019-03-29,529.0,531.5,524.35,529.3,98642
846,2019-04-01,515.9,529.5,515.9,525.95,1622297
847,2019-04-02,530.0,530.0,521.05,525.75,171135
848,2019-04-03,525.0,525.25,519.65,520.2,44591
849,2019-04-04,519.0,523.25,517.7,522.1,318353
850,2019-04-05,528.55,540.6,525.25,534.0,4382656
851,2019-04-08,535.0,536.0,523.2,525.6,88809
852,2019-04-09,526.9,533.5,525.6,531.6,139236
853,2019-04-10,532.0,551.15,531.95,546.15,252687
854,2019-04-11,546.1,554.4,542.25,544.35,125596
855,2019-04-12,550.0,555.45,545.6,554.35,141002
856,2019-04-15,553.0,569.0,551.95,566.1,101704
857,2019-04-16,567.1,571.45,557.2,559.3,56215
858,2019-04-18,568.0,568.0,553.8,562.0,80093
859,2019-04-22,561.95,565.8,556.6,560.15,53976
860,2019-04-23,566.5,575.65,560.3,562.05,105795
861,2019-04-24,562.0,565.7,553.85,559.8,71791
862,2019-04-25,558.0,563.95,551.25,555.25,34555
863,2019-04-26,560.0,572.65,557.55,568.45,178376
864,2019-04-30,568.55,570.6,558.8,564.25,42706
865,2019-05-02,561.1,568.7,557.0,564.85,77725
866,2019-05-03,564.95,572.45,561.65,564.4,80641
867,2019-05-06,563.0,564.9,557.05,563.6,46739
868,2019-05-07,563.5,565.1,556.0,558.9,26538
869,2019-05-08,556.3,561.0,548.95,557.95,52173
870,2019-05-09,558.05,560.2,549.1,557.3,164707
871,2019-05-10,558.5,562.55,551.1,554.3,160351
872,2019-05-13,555.0,556.6,530.3,544.3,89132
873,2019-05-14,546.8,560.4,541.95,556.15,98427
874,2019-05-15,556.15,561.45,551.6,555.4,93251
875,2019-05-16,554.8,555.45,541.8,550.55,55240
876,2019-05-17,549.15,551.9,540.75,543.95,44607
877,2019-05-20,552.0,567.45,550.25,565.6,119504
878,2019-05-21,565.0,580.3,553.45,558.75,269222
879,2019-05-22,560.5,573.9,551.5,554.05,465412
880,2019-05-23,564.0,568.05,544.0,563.45,208826
881,2019-05-24,566.0,572.25,559.95,570.35,86434
882,2019-05-27,571.0,585.5,567.95,578.35,125565
883,2019-05-28,582.0,583.85,571.8,577.8,51524
884,2019-05-29,575.0,582.2,560.45,563.1,612099
885,2019-05-30,562.9,564.65,555.2,563.3,59184
886,2019-05-31,562.8,568.7,551.25,559.1,84677
887,2019-06-03,555.1,569.9,552.85,568.3,38832
888,2019-06-04,568.0,574.3,562.0,563.25,38168
889,2019-06-06,564.55,568.2,558.5,560.9,54785
890,2019-06-07,562.0,562.0,543.15,549.6,118901
891,2019-06-10,565.0,565.0,550.0,553.7,85132
892,2019-06-11,555.0,566.2,551.0,560.1,61114
893,2019-06-12,560.7,566.0,556.2,561.05,53412
894,2019-06-13,561.05,566.0,559.7,562.8,64203
895,2019-06-14,562.8,563.9,555.25,555.9,25938
896,2019-06-17,558.7,558.7,543.4,544.8,52966
897,2019-06-18,542.55,555.45,542.55,547.4,79712
898,2019-06-19,549.95,552.0,532.3,533.5,39494
899,2019-06-20,534.0,552.5,529.0,551.35,89516
900,2019-06-21,552.9,553.5,545.65,551.75,28830
901,2019-06-24,554.8,554.8,545.85,549.75,17311
902,2019-06-25,548.0,554.6,547.05,550.45,18923
903,2019-06-26,551.0,558.45,548.95,555.95,50782
904,2019-06-27,557.7,563.6,550.55,552.0,36626
905,2019-06-28,553.0,556.55,546.5,552.45,25978
906,2019-07-01,554.9,559.35,553.5,555.9,33199
907,2019-07-02,556.75,558.1,551.7,555.15,22314
908,2019-07-03,555.2,555.8,549.3,553.05,42450
909,2019-07-04,555.0,555.1,550.65,551.45,12392
910,2019-07-05,551.45,553.15,549.5,549.95,33615
911,2019-07-08,550.0,550.0,534.9,538.75,44878
912,2019-07-09,538.0,552.05,538.0,548.45,37261
913,2019-07-10,548.85,550.95,542.15,544.65,19638
914,2019-07-11,547.9,553.75,547.2,552.3,17924
915,2019-07-12,554.0,566.05,547.95,556.65,61119
916,2019-07-15,562.7,562.7,549.05,550.75,27805
917,2019-07-16,547.25,558.55,547.25,553.6,145123
918,2019-07-17,555.9,558.2,548.4,557.4,50238
919,2019-07-18,560.0,560.05,545.8,547.05,42662
920,2019-07-19,548.0,551.95,535.7,536.85,34194
921,2019-07-22,532.9,540.0,525.85,530.6,45627
922,2019-07-23,534.95,534.95,521.2,528.8,69129
923,2019-07-24,527.4,527.4,517.0,518.75,67244
924,2019-07-25,519.8,538.7,519.4,536.2,127284
925,2019-07-26,535.0,539.6,528.5,532.45,42311
926,2019-07-29,533.9,534.55,520.45,522.05,28937
927,2019-07-30,522.0,533.15,517.75,520.15,74576
928,2019-07-31,518.1,522.05,506.4,520.95,63744
929,2019-08-01,516.5,519.3,510.0,512.25,42391
930,2019-08-02,510.25,519.5,509.0,515.7,54600
931,2019-08-05,512.0,520.9,512.0,518.9,34962
932,2019-08-06,519.0,526.5,497.1,500.2,127370
933,2019-08-07,501.0,525.05,501.0,519.0,185697
934,2019-08-08,509.0,509.55,494.25,503.3,166896
935,2019-08-09,505.9,511.5,481.45,485.2,1038927
936,2019-08-13,486.9,490.2,472.95,475.4,117239
937,2019-08-14,476.0,482.75,465.5,478.5,91716
938,2019-08-16,478.75,483.05,474.7,476.25,34245
939,2019-08-19,477.9,485.45,475.0,475.9,42552
940,2019-08-20,478.4,481.25,470.9,478.8,42960
941,2019-08-21,478.8,478.9,467.0,468.05,33340
942,2019-08-22,470.0,470.0,460.65,463.1,53138
943,2019-08-23,465.0,466.9,449.5,465.9,58795
944,2019-08-26,466.0,470.0,455.25,465.1,289487
945,2019-08-27,463.1,469.35,459.0,465.2,40820
946,2019-08-28,468.9,476.1,460.4,464.0,97951
947,2019-08-29,464.0,468.25,456.9,464.45,63722
948,2019-08-30,465.95,475.0,461.7,472.55,51484
949,2019-09-03,470.0,471.0,461.25,469.35,44041
950,2019-09-04,469.0,474.9,467.8,471.15,41303
951,2019-09-05,471.0,479.4,470.75,478.35,35367
952,2019-09-06,475.25,482.55,473.75,475.0,40377
953,2019-09-09,475.0,478.7,472.45,474.9,52018
954,2019-09-11,473.9,477.9,468.5,471.45,38998
955,2019-09-12,474.1,474.1,464.7,468.1,40455
956,2019-09-13,471.8,471.8,464.6,468.65,36598
957,2019-09-16,472.0,472.0,464.4,470.45,58527
958,2019-09-17,472.0,472.0,457.2,460.4,58355
959,2019-09-18,461.0,461.95,454.9,458.95,40743
960,2019-09-19,460.15,461.6,450.0,451.35,40106
961,2019-09-20,455.0,464.85,445.85,463.4,72422
962,2019-09-23,470.0,472.15,445.0,448.9,116373
963,2019-09-24,451.7,455.2,446.45,449.8,81678
964,2019-09-25,450.05,450.05,432.0,434.45,153504
965,2019-09-26,440.0,440.85,430.5,438.95,124040
966,2019-09-27,440.0,445.95,436.1,439.45,95535
967,2019-09-30,432.0,432.4,418.0,425.05,170789
968,2019-10-01,425.1,425.2,403.2,412.45,103780
969,2019-10-03,410.0,420.85,406.25,418.1,263337
970,2019-10-04,421.8,431.05,416.65,418.35,148442
971,2019-10-07,422.65,422.65,405.65,408.55,79255
972,2019-10-09,408.55,427.25,408.0,423.5,91850
973,2019-10-10,423.45,427.3,418.8,422.25,69274
974,2019-10-11,425.0,443.05,389.55,441.55,914525
975,2019-10-14,441.0,446.5,433.45,440.85,145702
976,2019-10-15,444.0,448.7,436.0,446.85,105266
977,2019-10-16,446.85,447.6,439.0,446.55,77374
978,2019-10-17,447.0,447.5,439.5,446.3,145166
979,2019-10-18,448.15,450.8,440.1,443.8,124404
980,2019-10-22,444.0,457.5,440.55,453.75,88334
981,2019-10-23,459.0,459.0,447.9,454.95,41589
982,2019-10-24,457.0,457.0,444.0,446.8,46782
983,2019-10-25,446.85,461.25,442.3,459.7,65347
984,2019-10-27,460.0,463.35,460.0,461.3,7675
985,2019-10-29,464.95,478.45,462.4,473.25,110347
986,2019-10-30,480.0,480.0,462.4,464.2,69992
987,2019-10-31,466.85,471.5,460.55,467.15,49944
988,2019-11-01,466.0,474.0,463.85,469.05,61006
989,2019-11-04,469.0,478.45,466.8,467.85,69356
990,2019-11-05,468.0,475.3,465.5,467.6,55428
991,2019-11-06,470.9,487.75,464.55,480.5,839616
992,2019-11-07,481.05,487.2,470.25,471.7,144418
993,2019-11-08,471.0,471.05,461.65,462.9,93354
994,2019-11-11,459.0,459.0,452.0,454.5,47831
995,2019-11-13,453.0,455.0,446.25,448.25,46026
